all,wc,polarity,pos.words,neg.words,text.var
all,14,0,-,-,"that I couldn't come down again.  It went way up above the clouds, so"
all,14,-0.26726124,-,struck,"far that a current of air struck it and carried it many, many miles"
all,15,0,-,-,"away.  For a day and a night I traveled through the air, and on the"
all,14,0,-,-,morning of the second day I awoke and found the balloon floating over a
all,4,0,beautiful,strange,strange and beautiful country.
all,0,NaN,-,-,
all,15,0.25819889,-,hurt,"""It came down gradually, and I was not hurt a bit.  But I found myself"
all,14,-0.26726124,-,strange,"in the midst of a strange people, who, seeing me come from the clouds,"
all,14,0.26726124,great,-,"thought I was a great Wizard.  Of course I let them think so, because"
all,14,0,promised,afraid,"they were afraid of me, and promised to do anything I wished them to."
all,0,NaN,-,-,
all,14,0.53452248,"amuse, good",-,"""Just to amuse myself, and keep the good people busy, I ordered them to"
all,14,0.53452248,"willingly, well",-,"build this City, and my Palace; and they did it all willingly and well."
all,14,0.26726124,beautiful,-,"Then I thought, as the country was so green and beautiful, I would call"
all,14,0.26726124,better,-,it the Emerald City; and to make the name fit better I put green
all,12,0,-,-,"spectacles on all the people, so that everything they saw was green."""
all,0,NaN,-,-,
all,7,0,-,-,"""But isn't everything here green?"" asked Dorothy."
all,0,NaN,-,-,
all,14,0,-,-,"""No more than in any other city,"" replied Oz; ""but when you wear green"
all,12,0,-,-,"spectacles, why of course everything you see looks green to you.  The"
all,15,0.25819889,great,-,"Emerald City was built a great many years ago, for I was a young man"
all,16,0,-,-,"when the balloon brought me here, and I am a very old man now.  But my"
all,14,-0.26726124,-,worn,people have worn green glasses on their eyes so long that most of them
all,13,0.49923018,beautiful,-,"think it really is an Emerald City, and it certainly is a beautiful"
all,11,0.60302269,"precious, good",-,"place, abounding in jewels and precious metals, and every good thing"
all,15,0.51639778,"happy, good",-,"that is needed to make one happy.  I have been good to the people, and"
all,14,0.26726124,like,-,"they like me; but ever since this Palace was built, I have shut myself"
all,8,0,-,-,up and would not see any of them.
all,0,NaN,-,-,
all,14,-0.26726124,"greatest, magical",fears,"""One of my greatest fears was the Witches, for while I had no magical"
all,15,0,-,-,powers at all I soon found out that the Witches were really able to do
all,12,0.28867513,wonderful,-,"wonderful things.  There were four of them in this country, and they"
all,14,0,-,-,ruled the people who live in the North and South and East and West.
all,13,0.5547002,"fortunately, good",-,"Fortunately, the Witches of the North and South were good, and I knew"
all,15,0.25819889,-,harm,they would do me no harm; but the Witches of the East and West were
all,13,-0.61017022,powerful,"terribly, wicked","terribly wicked, and had they not thought I was more powerful than they"
all,13,0,-,-,"themselves, they would surely have destroyed me.  As it was, I lived in"
all,14,-0.26726124,pleased,"deadly, fear",deadly fear of them for many years; so you can imagine how pleased I
all,15,-0.51639778,-,"fallen, wicked",was when I heard your house had fallen on the Wicked Witch of the East.
all,14,0.53452248,"willing, promise",-,"When you came to me, I was willing to promise anything if you would"
all,15,0,-,-,"only do away with the other Witch; but, now that you have melted her, I"
all,10,0,promises,ashamed,"am ashamed to say that I cannot keep my promises."""
all,0,NaN,-,-,
all,10,-0.56920998,-,bad,"""I think you are a very bad man,"" said Dorothy."
all,0,NaN,-,-,
all,15,-0.20655911,good,bad,"""Oh, no, my dear; I'm really a very good man, but I'm a very bad"
all,4,0,-,-,"Wizard, I must admit."""
all,0,NaN,-,-,
all,8,0,-,-,"""Can't you give me brains?"" asked the Scarecrow."
all,0,NaN,-,-,
all,12,0,-,-,"""You don't need them.  You are learning something every day.  A baby"
all,12,0,-,-,"has brains, but it doesn't know much.  Experience is the only thing"
all,12,0,-,-,"that brings knowledge, and the longer you are on earth the more"
all,6,0,-,-,"experience you are sure to get."""
all,0,NaN,-,-,
all,13,0,-,-,"""That may all be true,"" said the Scarecrow, ""but I shall be very"
all,6,-0.40824829,-,unhappy,"unhappy unless you give me brains."""
all,0,NaN,-,-,
all,7,-0.37796447,-,FALSE,The false Wizard looked at him carefully.
all,0,NaN,-,-,
all,15,0.25819889,well,-,"""Well,"" he said with a sigh, ""I'm not much of a magician, as I said;"
all,14,0,-,-,"but if you will come to me tomorrow morning, I will stuff your head"
all,14,0,-,-,"with brains.  I cannot tell you how to use them, however; you must find"
all,4,0,-,-,"that out for yourself."""
all,0,NaN,-,-,
all,13,0.2773501,thank,-,"""Oh, thank you--thank you!"" cried the Scarecrow.  ""I'll find a way to"
all,4,0.5,-,fear,"use them, never fear!"""
all,0,NaN,-,-,
all,9,0,courage,anxiously,"""But how about my courage?"" asked the Lion anxiously."
all,0,NaN,-,-,
all,14,0.26726124,courage,-,"""You have plenty of courage, I am sure,"" answered Oz.  ""All you need is"
all,12,0.57735027,confidence,afraid,confidence in yourself.  There is no living thing that is not afraid
all,13,-0.2773501,courage,"danger, danger",when it faces danger.  The True courage is in facing danger when you
all,11,0,courage,afraid,"are afraid, and that kind of courage you have in plenty."""
all,0,NaN,-,-,
all,13,-0.2773501,-,scared,"""Perhaps I have, but I'm scared just the same,"" said the Lion.  ""I"
all,13,-0.44376016,courage,unhappy,shall really be very unhappy unless you give me the sort of courage
all,7,-0.37796447,-,afraid,"that makes one forget he is afraid."""
all,0,NaN,-,-,
all,13,0.77658027,"well, courage",-,"""Very well, I will give you that sort of courage tomorrow,"" replied Oz."
all,0,NaN,-,-,
all,8,0,-,-,"""How about my heart?"" asked the Tin Woodman."
all,0,NaN,-,-,
all,14,-0.26726124,-,wrong,"""Why, as for that,"" answered Oz, ""I think you are wrong to want a"
all,14,-0.26726124,-,unhappy,"heart.  It makes most people unhappy.  If you only knew it, you are in"
all,6,-0.40824829,luck,-,"luck not to have a heart."""
all,0,NaN,-,-,
all,13,0,-,-,"""That must be a matter of opinion,"" said the Tin Woodman.  ""For my"
all,13,-0.2773501,-,unhappiness,"part, I will bear all the unhappiness without a murmur, if you will"
all,4,0,-,-,"give me the heart."""
all,0,NaN,-,-,
all,12,0.51961524,well,-,"""Very well,"" answered Oz meekly.  ""Come to me tomorrow and you shall"
all,15,0,-,-,have a heart.  I have played Wizard for so many years that I may as
all,7,0.37796447,well,-,"well continue the part a little longer."""
all,0,NaN,-,-,
all,12,0,-,-,"""And now,"" said Dorothy, ""how am I to get back to Kansas?"""
all,0,NaN,-,-,
all,13,0,-,-,"""We shall have to think about that,"" replied the little man.  ""Give me"
all,16,0,-,-,two or three days to consider the matter and I'll try to find a way to
all,14,-0.26726124,-,desert,carry you over the desert.  In the meantime you shall all be treated as
all,14,0,-,-,"my guests, and while you live in the Palace my people will wait upon"
all,14,0,-,-,you and obey your slightest wish.  There is only one thing I ask in
all,16,0,-,-,return for my help--such as it is.  You must keep my secret and tell no
all,5,0,-,-,"one I am a humbug."""
all,0,NaN,-,-,
all,14,0,-,-,"They agreed to say nothing of what they had learned, and went back to"
all,13,0.2773501,great,-,"their rooms in high spirits.  Even Dorothy had hope that ""The Great and"
all,14,-0.26726124,-,terrible,"Terrible Humbug,"" as she called him, would find a way to send her back"
all,13,0.2773501,willing,-,"to Kansas, and if he did she was willing to forgive him everything."
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,7,0.75592895,"magic, great",-,16.  The Magic Art of the Great Humbug
all,0,NaN,-,-,
all,0,NaN,-,-,
all,8,0,-,-,Next morning the Scarecrow said to his friends:
all,0,NaN,-,-,
all,15,0.25819889,congratulate,-,"""Congratulate me.  I am going to Oz to get my brains at last.  When I"
all,8,0,-,-,"return I shall be as other men are."""
all,0,NaN,-,-,
all,11,0.30151134,liked,-,"""I have always liked you as you were,"" said Dorothy simply."
all,0,NaN,-,-,
all,14,0.26726124,like,-,"""It is kind of you to like a Scarecrow,"" he replied.  ""But surely you"
all,14,0.26726124,splendid,-,will think more of me when you hear the splendid thoughts my new brain
all,16,0.25,cheerful,-,"is going to turn out.""  Then he said good-bye to them all in a cheerful"
all,13,0,-,-,"voice and went to the Throne Room, where he rapped upon the door."
all,0,NaN,-,-,
all,4,0,-,-,"""Come in,"" said Oz."
all,0,NaN,-,-,
all,13,0,-,-,The Scarecrow went in and found the little man sitting down by the
all,5,0,-,-,"window, engaged in deep thought."
all,0,NaN,-,-,
all,12,-0.05773503,-,uneasily,"""I have come for my brains,"" remarked the Scarecrow, a little uneasily."
all,0,NaN,-,-,
all,12,0,-,-,"""Oh, yes; sit down in that chair, please,"" replied Oz.  ""You must"
all,16,-0.25,-,excuse,"excuse me for taking your head off, but I shall have to do it in order"
all,8,0.35355339,proper,-,"to put your brains in their proper place."""
all,0,NaN,-,-,
all,12,0.80829038,"right, welcome",-,"""That's all right,"" said the Scarecrow.  ""You are quite welcome to take"
all,17,0.24253563,better,-,"my head off, as long as it will be a better one when you put it on"
all,1,0,-,-,"again."""
all,0,NaN,-,-,
all,13,0,-,-,So the Wizard unfastened his head and emptied out the straw.  Then he
all,14,0,-,-,"entered the back room and took up a measure of bran, which he mixed"
all,11,0.30151134,great,-,with a great many pins and needles.  Having shaken them together
all,12,0.28867513,top,-,"thoroughly, he filled the top of the Scarecrow's head with the mixture"
all,14,0,-,-,"and stuffed the rest of the space with straw, to hold it in place."
all,0,NaN,-,-,
all,14,0,-,-,When he had fastened the Scarecrow's head on his body again he said to
all,16,0.25,great,-,"him, ""Hereafter you will be a great man, for I have given you a lot of"
all,3,0,-,-,"bran-new brains."""
all,0,NaN,-,-,
all,12,0.8660254,"pleased, proud, fulfillment",-,The Scarecrow was both pleased and proud at the fulfillment of his
all,13,0.5547002,"greatest, warmly",-,"greatest wish, and having thanked Oz warmly he went back to his friends."
all,0,NaN,-,-,
all,13,0,-,-,Dorothy looked at him curiously.  His head was quite bulged out at the
all,3,0.57735027,top,-,top with brains.
all,0,NaN,-,-,
all,6,0,-,-,"""How do you feel?"" she asked."
all,0,NaN,-,-,
all,13,0.5547002,"wise, earnestly",-,"""I feel wise indeed,"" he answered earnestly.  ""When I get used to my"
all,5,0,-,-,"brains I shall know everything."""
all,0,NaN,-,-,
all,13,0,-,-,"""Why are those needles and pins sticking out of your head?"" asked the"
all,2,0,-,-,Tin Woodman.
all,0,NaN,-,-,
all,10,0.31622777,sharp,-,"""That is proof that he is sharp,"" remarked the Lion."
all,0,NaN,-,-,
all,15,0.25819889,well,-,"""Well, I must go to Oz and get my heart,"" said the Woodman.  So he"
all,10,0,-,-,walked to the Throne Room and knocked at the door.
all,0,NaN,-,-,
all,13,0,-,-,"""Come in,"" called Oz, and the Woodman entered and said, ""I have come"
all,3,0,-,-,"for my heart."""
all,0,NaN,-,-,
all,14,0.48107024,well,-,"""Very well,"" answered the little man.  ""But I shall have to cut a hole"
all,16,0.25,right,-,"in your breast, so I can put your heart in the right place.  I hope it"
all,3,0.57735027,-,hurt,"won't hurt you."""
all,0,NaN,-,-,
all,12,0,-,-,"""Oh, no,"" answered the Woodman.  ""I shall not feel it at all."""
all,0,NaN,-,-,
all,14,0,-,-,"So Oz brought a pair of tinsmith's shears and cut a small, square hole"
all,14,0,-,-,"in the left side of the Tin Woodman's breast.  Then, going to a chest"
all,13,0.2773501,pretty,-,"of drawers, he took out a pretty heart, made entirely of silk and"
all,3,0,-,-,stuffed with sawdust.
all,0,NaN,-,-,
all,6,-0.40824829,beauty,-,"""Isn't it a beauty?"" he asked."
all,0,NaN,-,-,
all,12,0.51961524,pleased,-,"""It is, indeed!"" replied the Woodman, who was greatly pleased.  ""But is"
all,4,0,-,-,"it a kind heart?"""
all,0,NaN,-,-,
all,13,0,-,-,"""Oh, very!"" answered Oz.  He put the heart in the Woodman's breast and"
all,12,0.28867513,neatly,-,"then replaced the square of tin, soldering it neatly together where it"
all,3,0,-,-,had been cut.
all,0,NaN,-,-,
all,15,0.25819889,proud,-,"""There,"" said he; ""now you have a heart that any man might be proud of."
all,15,-0.25819889,-,sorry,"I'm sorry I had to put a patch on your breast, but it really couldn't"
all,2,0.70710678,helped,-,"be helped."""
all,0,NaN,-,-,
all,11,0.30151134,happy,-,"""Never mind the patch,"" exclaimed the happy Woodman.  ""I am very"
all,9,0,"grateful, kindness",-,"grateful to you, and shall never forget your kindness."""
all,0,NaN,-,-,
all,6,0,-,-,"""Don't speak of it,"" replied Oz."
all,0,NaN,-,-,
all,14,0.26726124,joy,-,"Then the Tin Woodman went back to his friends, who wished him every joy"
all,6,0.81649658,"good, fortune",-,on account of his good fortune.
all,0,NaN,-,-,
all,13,0,-,-,The Lion now walked to the Throne Room and knocked at the door.
all,0,NaN,-,-,
all,4,0,-,-,"""Come in,"" said Oz."
all,0,NaN,-,-,
all,12,0.28867513,courage,-,"""I have come for my courage,"" announced the Lion, entering the room."
all,0,NaN,-,-,
all,12,0.51961524,well,-,"""Very well,"" answered the little man; ""I will get it for you."""
all,0,NaN,-,-,
all,15,0,-,-,He went to a cupboard and reaching up to a high shelf took down a
all,13,0,-,-,"square green bottle, the contents of which he poured into a green-gold"
all,10,0,beautifully,cowardly,"dish, beautifully carved.  Placing this before the Cowardly Lion, who"
all,13,-0.2773501,like,-,"sniffed at it as if he did not like it, the Wizard said:"
all,0,NaN,-,-,
all,1,0,-,-,"""Drink."""
all,0,NaN,-,-,
all,6,0,-,-,"""What is it?"" asked the Lion."
all,0,NaN,-,-,
all,13,0.5547002,"well, courage",-,"""Well,"" answered Oz, ""if it were inside of you, it would be courage."
all,13,0.2773501,courage,-,"You know, of course, that courage is always inside one; so that this"
all,11,0.54272042,courage,-,really cannot be called courage until you have swallowed it.  Therefore
all,10,0,-,-,"I advise you to drink it as soon as possible."""
all,0,NaN,-,-,
all,12,0,-,-,"The Lion hesitated no longer, but drank till the dish was empty."
all,0,NaN,-,-,
all,7,0,-,-,"""How do you feel now?"" asked Oz."
all,0,NaN,-,-,
all,12,0.57735027,"courage, joyfully",-,"""Full of courage,"" replied the Lion, who went joyfully back to his"
all,8,0.70710678,"good, fortune",-,friends to tell them of his good fortune.
all,0,NaN,-,-,
all,13,0.2773501,success,-,"Oz, left to himself, smiled to think of his success in giving the"
all,12,0,-,-,Scarecrow and the Tin Woodman and the Lion exactly what they thought
all,14,0,-,-,"they wanted.  ""How can I help being a humbug,"" he said, ""when all these"
all,13,0,-,-,people make me do things that everybody knows can't be done?  It was
all,13,0.5547002,"easy, happy",-,"easy to make the Scarecrow and the Lion and the Woodman happy, because"
all,12,0,-,-,they imagined I could do anything.  But it will take more than
all,13,0,-,-,"imagination to carry Dorothy back to Kansas, and I'm sure I don't know"
all,5,0,-,-,"how it can be done."""
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,5,0,-,-,17.  How the Balloon Was Launched
all,0,NaN,-,-,
all,0,NaN,-,-,
all,13,-0.2773501,-,sad,For three days Dorothy heard nothing from Oz.  These were sad days for
all,11,0.54272042,happy,-,"the little girl, although her friends were all quite happy and"
all,10,0.31622777,wonderful,-,contented.  The Scarecrow told them there were wonderful thoughts in
all,15,0,-,-,his head; but he would not say what they were because he knew no one
all,11,0,-,-,could understand them but himself.  When the Tin Woodman walked about
all,14,0,-,-,he felt his heart rattling around in his breast; and he told Dorothy he
all,15,0.464758,tender,-,had discovered it to be a kinder and more tender heart than the one he
all,14,-0.26726124,-,afraid,had owned when he was made of flesh.  The Lion declared he was afraid
all,15,0.25819889,gladly,-,"of nothing on earth, and would gladly face an army or a dozen of the"
all,2,-0.70710678,-,fierce,fierce Kalidahs.
all,0,NaN,-,-,
all,12,0.05773503,satisfied,-,"Thus each of the little party was satisfied except Dorothy, who longed"
all,8,0,-,-,more than ever to get back to Kansas.
all,0,NaN,-,-,
all,15,0.72295689,"great, joy",-,"On the fourth day, to her great joy, Oz sent for her, and when she"
all,8,0.35355339,pleasantly,-,entered the Throne Room he greeted her pleasantly:
all,0,NaN,-,-,
all,17,0,-,-,"""Sit down, my dear; I think I have found the way to get you out of this"
all,1,0,-,-,"country."""
all,0,NaN,-,-,
all,7,0.37796447,eagerly,-,"""And back to Kansas?"" she asked eagerly."
all,0,NaN,-,-,
all,13,0.2773501,well,-,"""Well, I'm not sure about Kansas,"" said Oz, ""for I haven't the faintest"
all,15,-0.25819889,-,lies,notion which way it lies.  But the first thing to do is to cross the
all,12,0,easy,desert,"desert, and then it should be easy to find your way home."""
all,0,NaN,-,-,
all,8,-0.35355339,-,desert,"""How can I cross the desert?"" she inquired."
all,0,NaN,-,-,
all,13,0.2773501,well,-,"""Well, I'll tell you what I think,"" said the little man.  ""You see,"
all,15,0,-,-,when I came to this country it was in a balloon.  You also came through
all,15,0.25819889,best,-,"the air, being carried by a cyclone.  So I believe the best way to get"
all,14,-0.26726124,-,desert,"across the desert will be through the air.  Now, it is quite beyond my"
all,14,0,-,-,"powers to make a cyclone; but I've been thinking the matter over, and I"
all,6,0,-,-,"believe I can make a balloon."""
all,0,NaN,-,-,
all,3,0,-,-,"""How?"" asked Dorothy."
all,0,NaN,-,-,
all,14,0,-,-,"""A balloon,"" said Oz, ""is made of silk, which is coated with glue to"
all,17,0,-,-,"keep the gas in it.  I have plenty of silk in the Palace, so it will be"
all,14,0.26726124,-,trouble,no trouble to make the balloon.  But in all this country there is no
all,10,0,-,-,"gas to fill the balloon with, to make it float."""
all,0,NaN,-,-,
all,14,0,-,-,"""If it won't float,"" remarked Dorothy, ""it will be of no use to us."""
all,0,NaN,-,-,
all,13,0,-,-,"""True,"" answered Oz.  ""But there is another way to make it float, which"
all,17,-0.24253563,"hot, hot, good",-,"is to fill it with hot air.  Hot air isn't as good as gas, for if the"
all,14,-0.53452248,-,"cold, desert","air should get cold the balloon would come down in the desert, and we"
all,3,-0.57735027,-,lost,"should be lost."""
all,0,NaN,-,-,
all,9,0,-,-,"""We!"" exclaimed the girl.  ""Are you going with me?"""
all,0,NaN,-,-,
all,14,-0.26726124,-,tired,"""Yes, of course,"" replied Oz.  ""I am tired of being such a humbug.  If"
all,16,0,-,-,I should go out of this Palace my people would soon discover I am not a
all,13,0,-,-,"Wizard, and then they would be vexed with me for having deceived them."
all,16,-0.25,-,tiresome,"So I have to stay shut up in these rooms all day, and it gets tiresome."
all,15,0,-,-,"I'd much rather go back to Kansas with you and be in a circus again."""
all,0,NaN,-,-,
all,10,0.31622777,glad,-,"""I shall be glad to have your company,"" said Dorothy."
all,0,NaN,-,-,
all,13,0.2773501,thank,-,"""Thank you,"" he answered.  ""Now, if you will help me sew the silk"
all,9,0.33333333,work,-,"together, we will begin to work on our balloon."""
all,0,NaN,-,-,
all,15,0.25819889,fast,-,"So Dorothy took a needle and thread, and as fast as Oz cut the strips"
all,12,0.57735027,"proper, neatly",-,of silk into proper shape the girl sewed them neatly together.  First
all,15,-0.25819889,-,dark,"there was a strip of light green silk, then a strip of dark green and"
all,15,0.25819889,fancy,-,then a strip of emerald green; for Oz had a fancy to make the balloon
all,14,0,-,-,in different shades of the color about them.  It took three days to sew
all,15,0,-,-,"all the strips together, but when it was finished they had a big bag of"
all,7,0,-,-,green silk more than twenty feet long.
all,0,NaN,-,-,
all,16,0,-,-,"Then Oz painted it on the inside with a coat of thin glue, to make it"
all,10,0.31622777,ready,-,"airtight, after which he announced that the balloon was ready."
all,0,NaN,-,-,
all,15,0,-,-,"""But we must have a basket to ride in,"" he said.  So he sent the"
all,12,0,-,-,"soldier with the green whiskers for a big clothes basket, which he"
all,10,0,-,-,fastened with many ropes to the bottom of the balloon.
all,0,NaN,-,-,
all,16,0.25,ready,-,"When it was all ready, Oz sent word to his people that he was going to"
all,14,0.26726124,great,-,make a visit to a great brother Wizard who lived in the clouds.  The
all,12,0,-,-,news spread rapidly throughout the city and everyone came to see the
all,2,0.70710678,wonderful,-,wonderful sight.
all,0,NaN,-,-,
all,13,0,-,-,"Oz ordered the balloon carried out in front of the Palace, and the"
all,12,0,-,-,people gazed upon it with much curiosity.  The Tin Woodman had chopped
all,17,0,-,-,"a big pile of wood, and now he made a fire of it, and Oz held the"
all,15,0.25819889,hot,-,bottom of the balloon over the fire so that the hot air that arose from
all,12,-0.28867513,-,swelled,it would be caught in the silken bag.  Gradually the balloon swelled
all,13,0,-,-,"out and rose into the air, until finally the basket just touched the"
all,1,0,-,-,ground.
all,0,NaN,-,-,
all,16,-0.25,-,loud,Then Oz got into the basket and said to all the people in a loud voice:
all,0,NaN,-,-,
all,15,0,-,-,"""I am now going away to make a visit.  While I am gone the Scarecrow"
all,14,0,-,-,"will rule over you.  I command you to obey him as you would me."""
all,0,NaN,-,-,
all,15,-0.25819889,-,hard,The balloon was by this time tugging hard at the rope that held it to
all,15,0.25819889,hot,-,"the ground, for the air within it was hot, and this made it so much"
all,14,0,lighter,hard,lighter in weight than the air without that it pulled hard to rise into
all,2,0,-,-,the sky.
all,0,NaN,-,-,
all,12,0,-,-,"""Come, Dorothy!"" cried the Wizard.  ""Hurry up, or the balloon will fly"
all,1,0,-,-,"away."""
all,0,NaN,-,-,
all,12,0,-,-,"""I can't find Toto anywhere,"" replied Dorothy, who did not wish to"
all,15,0,-,-,leave her little dog behind.  Toto had run into the crowd to bark at a
all,13,0,-,-,"kitten, and Dorothy at last found him.  She picked him up and ran"
all,3,0,-,-,towards the balloon.
all,0,NaN,-,-,
all,16,0,-,-,"She was within a few steps of it, and Oz was holding out his hands to"
all,13,-0.2773501,-,crack,"help her into the basket, when, crack! went the ropes, and the balloon"
all,6,0,-,-,rose into the air without her.
all,0,NaN,-,-,
all,9,0,-,-,"""Come back!"" she screamed.  ""I want to go, too!"""
all,0,NaN,-,-,
all,13,0,-,-,"""I can't come back, my dear,"" called Oz from the basket.  ""Good-bye!"""
all,0,NaN,-,-,
all,12,0,-,-,"""Good-bye!"" shouted everyone, and all eyes were turned upward to where"
all,12,0,-,-,"the Wizard was riding in the basket, rising every moment farther and"
all,4,0,-,-,farther into the sky.
all,0,NaN,-,-,
all,15,0.25819889,wonderful,-,"And that was the last any of them ever saw of Oz, the Wonderful Wizard,"
all,14,0.26726124,safely,-,"though he may have reached Omaha safely, and be there now, for all we"
all,12,0,-,-,"know.  But the people remembered him lovingly, and said to one another:"
all,0,NaN,-,-,
all,14,0,-,-,"""Oz was always our friend.  When he was here he built for us this"
all,13,0.5547002,"beautiful, wise",-,"beautiful Emerald City, and now he is gone he has left the Wise"
all,5,0,-,-,"Scarecrow to rule over us."""
all,0,NaN,-,-,
all,12,0,wonderful,loss,"Still, for many days they grieved over the loss of the Wonderful"
all,6,0,-,-,"Wizard, and would not be comforted."
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,4,0,-,-,18.  Away to the South
all,0,NaN,-,-,
all,0,NaN,-,-,
all,14,-0.26726124,-,bitterly,Dorothy wept bitterly at the passing of her hope to get home to Kansas
all,15,0.25819889,glad,-,again; but when she thought it all over she was glad she had not gone
all,16,-0.5,-,"sorry, losing","up in a balloon.  And she also felt sorry at losing Oz, and so did her"
all,1,0,-,-,companions.
all,0,NaN,-,-,
all,8,0,-,-,The Tin Woodman came to her and said:
all,0,NaN,-,-,
all,15,-0.98115578,-,"ungrateful, failed, mourn","""Truly I should be ungrateful if I failed to mourn for the man who gave"
all,15,0.464758,"lovely, like",cry,"me my lovely heart.  I should like to cry a little because Oz is gone,"
all,14,0.53452248,kindly,rust,"if you will kindly wipe away my tears, so that I shall not rust."""
all,0,NaN,-,-,
all,12,0.28867513,pleasure,-,"""With pleasure,"" she answered, and brought a towel at once.  Then the"
all,11,0,-,-,"Tin Woodman wept for several minutes, and she watched the tears"
all,13,0,-,-,"carefully and wiped them away with the towel.  When he had finished, he"
all,10,0.31622777,kindly,-,thanked her kindly and oiled himself thoroughly with his jeweled
all,6,-0.40824829,-,mishap,"oil-can, to guard against mishap."
all,0,NaN,-,-,
all,13,0,-,-,"The Scarecrow was now the ruler of the Emerald City, and although he"
all,13,0.2773501,proud,-,"was not a Wizard the people were proud of him.  ""For,"" they said,"
all,15,0,-,-,"""there is not another city in all the world that is ruled by a stuffed"
all,11,0.54272042,right,-,"man.""  And, so far as they knew, they were quite right."
all,0,NaN,-,-,
all,13,0,-,-,"The morning after the balloon had gone up with Oz, the four travelers"
all,13,0,-,-,met in the Throne Room and talked matters over.  The Scarecrow sat in
all,10,0.31622777,respectfully,-,the big throne and the others stood respectfully before him.
all,0,NaN,-,-,
all,14,0.26726124,-,unlucky,"""We are not so unlucky,"" said the new ruler, ""for this Palace and the"
all,15,0,-,-,"Emerald City belong to us, and we can do just as we please.  When I"
all,15,0,-,-,remember that a short time ago I was up on a pole in a farmer's
all,14,0.26726124,beautiful,-,"cornfield, and that now I am the ruler of this beautiful City, I am"
all,5,0.80498447,satisfied,-,"quite satisfied with my lot."""
all,0,NaN,-,-,
all,13,0,-,-,"""I also,"" said the Tin Woodman, ""am well-pleased with my new heart;"
all,13,0,-,-,"and, really, that was the only thing I wished in all the world."""
all,0,NaN,-,-,
all,16,0.25,brave,-,"""For my part, I am content in knowing I am as brave as any beast that"
all,9,0,-,-,"ever lived, if not braver,"" said the Lion modestly."
all,0,NaN,-,-,
all,12,0,-,-,"""If Dorothy would only be contented to live in the Emerald City,"""
all,9,0.33333333,happy,-,"continued the Scarecrow, ""we might all be happy together."""
all,0,NaN,-,-,
all,14,0,-,-,"""But I don't want to live here,"" cried Dorothy.  ""I want to go to"
all,9,0,-,-,"Kansas, and live with Aunt Em and Uncle Henry."""
all,0,NaN,-,-,
all,9,0.33333333,well,-,"""Well, then, what can be done?"" inquired the Woodman."
all,0,NaN,-,-,
all,13,-0.2773501,-,hard,"The Scarecrow decided to think, and he thought so hard that the pins"
all,12,0,-,-,and needles began to stick out of his brains.  Finally he said:
all,0,NaN,-,-,
all,14,0,-,-,"""Why not call the Winged Monkeys, and ask them to carry you over the"
all,1,-1,-,desert,"desert?"""
all,0,NaN,-,-,
all,11,0.30151134,joyfully,-,"""I never thought of that!"" said Dorothy joyfully.  ""It's just the"
all,9,0.33333333,golden,-,"thing.  I'll go at once for the Golden Cap."""
all,0,NaN,-,-,
all,14,0.26726124,magic,-,"When she brought it into the Throne Room she spoke the magic words, and"
all,13,0,-,-,soon the band of Winged Monkeys flew in through the open window and
all,3,0,-,-,stood beside her.
all,0,NaN,-,-,
all,13,0,-,-,"""This is the second time you have called us,"" said the Monkey King,"
all,9,0,-,-,"bowing before the little girl.  ""What do you wish?"""
all,0,NaN,-,-,
all,11,0,-,-,"""I want you to fly with me to Kansas,"" said Dorothy."
all,0,NaN,-,-,
all,7,0,-,-,But the Monkey King shook his head.
all,0,NaN,-,-,
all,13,0,-,-,"""That cannot be done,"" he said.  ""We belong to this country alone, and"
all,13,0,-,-,"cannot leave it.  There has never been a Winged Monkey in Kansas yet,"
all,13,0,-,-,"and I suppose there never will be, for they don't belong there.  We"
all,16,0.25,glad,-,"shall be glad to serve you in any way in our power, but we cannot cross"
all,4,-0.5,-,desert,"the desert.  Good-bye."""
all,0,NaN,-,-,
all,13,0,-,-,"And with another bow, the Monkey King spread his wings and flew away"
all,8,0,-,-,"through the window, followed by all his band."
all,0,NaN,-,-,
all,12,-0.28867513,"ready, charm","cry, disappointment, wasted","Dorothy was ready to cry with disappointment.  ""I have wasted the charm"
all,13,0.2773501,golden,-,"of the Golden Cap to no purpose,"" she said, ""for the Winged Monkeys"
all,3,0,-,-,"cannot help me."""
all,0,NaN,-,-,
all,10,-0.56920998,-,bad,"""It is certainly too bad!"" said the tender-hearted Woodman."
all,0,NaN,-,-,
all,12,0,-,-,"The Scarecrow was thinking again, and his head bulged out so horribly"
all,6,0,-,-,that Dorothy feared it would burst.
all,0,NaN,-,-,
all,14,0,-,-,"""Let us call in the soldier with the green whiskers,"" he said, ""and ask"
all,2,0,-,-,"his advice."""
all,0,NaN,-,-,
all,12,-0.28867513,-,timidly,"So the soldier was summoned and entered the Throne Room timidly, for"
all,14,0,-,-,while Oz was alive he never was allowed to come farther than the door.
all,0,NaN,-,-,
